0	40.748939	-73.99228
1	40.719726	-74.002472
2	25.696201	-100.351632
3	41.875497	-87.649484
4	40.443403	-79.954869
5	40.664266	-73.720107
6	33.884069	-84.475755
7	33.943894	-118.405023
8	41.953676	-87.747391
9	29.356387	-98.548264
10	42.367106	-71.074312
11	30.410412	-97.849603
12	25.678034	-100.288664
13	34.048314	-118.258581
14	40.755881	-73.985778
15	41.92174	-87.633758
16	40.739535	-73.990817
17	40.440023	-80.150371
18	40.76148	-74.075511
19	29.435305	-98.500543
20	37.781213	-122.402973
21	25.649498	-100.337853
22	38.915772	-77.032071
23	40.751591	-73.974121
24	38.887077	-77.002368
25	40.737714	-74.008015
26	34.045309	-118.250033
27	38.903762	-77.038385
28	37.804067	-122.274209
29	41.849919	-87.808839
30	42.354116	-71.069913
31	41.485993	-81.790291
32	29.957547	-90.062909
33	38.87306	-77.007487
34	41.896599	-87.632175
35	40.743483	-73.994009
36	37.773227	-122.440456
37	32.872523	-96.76908
38	41.867852	-87.642037
39	41.874858	-87.627312
40	41.871955	-87.650524
41	33.753247	-84.387574
42	38.930087	-77.049651
43	42.957647	-87.951393
44	39.915312	-86.111551
45	41.890809	-87.631717
46	27.948722	-82.458449
47	40.742608	-73.992705
48	25.741994	-100.313562
49	32.798391	-117.248118
50	43.035143	-87.908041
51	40.753449	-73.990421
52	29.940353	-90.074319
53	25.638025	-100.314403
54	42.938944	-88.047691
55	43.075456	-87.881371
56	34.098097	-118.343648
57	42.960317	-88.007827
58	39.095157	-84.496693
59	40.755275	-73.978806
60	33.765163	-84.348822
61	41.925171	-87.65289
62	40.441623	-79.99064
63	29.717688	-95.415573
64	33.640669	-84.436069
65	32.877244	-117.236137
66	41.788033	-87.742267
67	42.947737	-87.901955
68	40.449041	-80.174638
69	40.742853	-74.000446
70	39.788966	-86.156926
71	33.75776	-84.39473
72	33.826333	-84.365537
73	40.760614	-74.003706
74	44.854713	-93.24204
75	44.969978	-93.289558
76	43.643249	-79.366264
77	37.934628	-122.436951
78	41.597554	-93.749731
79	43.034015	-87.907008
80	40.709924	-74.007189
81	35.219667	-80.836868
82	40.731698	-73.989227
83	25.747545	-100.200484
84	30.244498	-97.751884
85	40.742188	-73.987924
86	29.436201	-98.649356
87	25.715796	-100.350012
88	40.730844	-73.997356
89	30.425602	-97.717006
90	32.731467	-117.146802
91	36.131185	-86.669426
92	34.152367	-118.346137
93	33.417768	-111.934429
94	42.939055	-78.882431
95	47.443647	-122.302594
96	40.741161	-73.988113
97	40.441542	-80.004394
98	33.435624	-112.003066
99	42.89085	-78.876313
100	40.747536	-73.98622
101	31.778873	-106.504192
102	33.835898	-118.260033
103	38.897563	-77.006167
104	37.337886	-121.885672
105	37.80249	-122.402174
106	41.499341	-81.69094
107	41.896651	-87.62816
108	25.778069	-80.219593
109	44.980365	-93.269645
110	41.895431	-87.624343
111	33.844236	-84.489855
112	38.905177	-77.063009
113	41.498742	-81.695452
114	43.076568	-87.880712
115	40.862479	-74.199128
116	40.68893	-73.995667
117	40.727612	-74.007306
118	40.778439	-73.954515
119	40.752751	-73.972943
120	40.725687	-74.005701
121	38.880101	-77.108531
122	32.707849	-117.166051
123	40.763823	-73.97301
124	44.955642	-93.278537
125	38.898814	-77.021781
126	41.88175	-87.655368
127	29.717451	-95.417716
128	25.679154	-100.364173
129	38.911201	-77.038217
130	40.750614	-73.988564
131	39.141476	-84.421119
132	43.122796	-87.913544
133	38.804969	-77.04639
134	39.952484	-75.157986
135	39.952028	-75.159659
136	40.687226	-73.975654
137	42.356498	-71.074269
138	42.948862	-88.004499
139	42.362987	-71.092379
140	25.794984	-80.275769
141	25.726346	-100.215527
142	33.773625	-84.357596
143	44.948574	-93.330596
144	31.89115	-106.440096
145	37.760841	-122.435983
146	33.43547	-111.997032
147	39.907169	-86.064148
148	41.894773	-87.623848
149	40.73308	-74.170825
150	41.896789	-87.625953
151	42.336532	-83.048916
152	25.769465	-80.198935
153	42.367185	-71.076522
154	25.673224	-100.430956
155	29.743867	-95.381281
156	47.608854	-122.341347
157	38.897504	-77.027217
158	25.731934	-100.397429
159	40.750996	-73.990688
160	37.712267	-122.212611
161	37.815344	-122.354951
162	25.715979	-100.249472
163	39.877007	-75.242443
164	28.058243	-82.409853
165	32.731156	-117.14694
166	40.747635	-73.986375
167	41.500035	-81.68933
168	43.768708	-79.38592
169	33.979894	-118.213602
170	41.883167	-87.625439
171	41.939462	-87.650449
172	29.471764	-98.707211
173	37.711325	-122.211753
174	33.736301	-84.389645
